"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"CEATLTD","EQ","10-Aug-2022","       1330.60","       1330.60","       1365.00","       1324.20","       1345.00","       1342.70","       1342.40","     144230","           193613825.50","       9898","      62013","         43.00"
"CEATLTD","EQ","11-Aug-2022","       1342.70","       1360.00","       1361.80","       1338.00","       1350.00","       1353.20","       1349.83","     162735","           219664465.85","       8043","      95672","         58.79"
"CEATLTD","EQ","12-Aug-2022","       1353.20","       1351.00","       1364.50","       1345.00","       1345.00","       1348.05","       1352.58","      58393","            78981230.60","       4548","      28862","         49.43"
"CEATLTD","EQ","16-Aug-2022","       1348.05","       1355.10","       1382.90","       1347.95","       1362.95","       1363.30","       1368.02","     123121","           168431595.10","       9095","      51688","         41.98"
"CEATLTD","EQ","17-Aug-2022","       1363.30","       1363.30","       1398.00","       1363.30","       1375.00","       1377.65","       1382.09","     202132","           279364466.70","      13732","      60267","         29.82"
"CEATLTD","EQ","18-Aug-2022","       1377.65","       1378.00","       1391.40","       1366.25","       1370.00","       1371.55","       1376.64","      97936","           134822892.95","       7833","      34057","         34.77"
"CEATLTD","EQ","19-Aug-2022","       1371.55","       1382.00","       1384.25","       1367.85","       1370.20","       1370.55","       1373.90","      90953","           124960533.65","       6493","      34857","         38.32"
"CEATLTD","EQ","22-Aug-2022","       1370.55","       1370.55","       1393.90","       1351.65","       1370.05","       1384.70","       1376.70","     162611","           223866656.20","      10555","      54021","         33.22"
"CEATLTD","EQ","23-Aug-2022","       1384.70","       1370.00","       1385.50","       1354.95","       1385.00","       1378.65","       1370.66","      60557","            83003240.80","       4634","      30948","         51.11"
"CEATLTD","EQ","24-Aug-2022","       1378.65","       1381.00","       1406.00","       1351.00","       1357.55","       1360.50","       1387.21","     150554","           208849744.75","      11441","      46095","         30.62"
"CEATLTD","EQ","25-Aug-2022","       1360.50","       1372.00","       1391.10","       1350.20","       1385.00","       1384.45","       1370.08","     107547","           147348269.30","       7235","      48925","         45.49"
"CEATLTD","EQ","26-Aug-2022","       1384.45","       1394.00","       1394.00","       1367.00","       1380.00","       1380.25","       1378.66","      74394","           102564106.05","       5616","      41171","         55.34"
"CEATLTD","EQ","29-Aug-2022","       1380.25","       1345.50","       1398.00","       1342.05","       1386.65","       1387.00","       1376.34","     146677","           201876964.45","      11703","      52911","         36.07"
"CEATLTD","EQ","30-Aug-2022","       1387.00","       1395.00","       1409.00","       1381.00","       1390.45","       1390.50","       1394.37","     108058","           150672684.70","       8605","      37918","         35.09"
"CEATLTD","EQ","01-Sep-2022","       1390.50","       1376.00","       1435.00","       1376.00","       1407.60","       1412.05","       1408.70","     181277","           255365560.25","      14929","      65063","         35.89"
